File L	File R	Perfect Match #	Perfect Match L	Perfect Match R	(L%+R%)/2	Overall Match	cf. Diss Thomas 2021
parthey_msgermqu1711_1828_59.norm.html	nn_oktavgfeo79_1828_59.norm.html	138	5%	5%	5%	"138 (5%) L; 138 (5%) R"	
parthey_msgermqu1711_1828_55.norm.html	nn_oktavgfeo79_1828_55.norm.html	133	5%	5%	5%	"133 (5%) L; 133 (5%) R"	
patzig_msgermfol841842_1828_43.norm.html	nn_oktavgfeo79_1828_43.norm.html	133	5%	5%	5%	"133 (5%) L; 133 (5%) R"	
parthey_msgermqu1711_1828_7.norm.html	nn_msgermqu2124_1827_12.norm.html	127	6%	4%	5%	"127 (6%) L; 127 (4%) R"	
patzig_msgermfol841842_1828_44.norm.html	libelt_hs6623ii_1828_44.norm.html	125	5%	5%	5%	"125 (5%) L; 125 (5%) R"	
nn_oktavgfeo79_1828_52.norm.html	nn_msgermqu2124_1827_8.norm.html	122	6%	4%	5%	"122 (6%) L; 122 (4%) R"	
parthey_msgermqu1711_1828_54.norm.html	nn_oktavgfeo79_1828_54.norm.html	121	5%	5%	5%	"121 (5%) L; 121 (5%) R"	
patzig_msgermfol841842_1828_38.norm.html	parthey_msgermqu1711_1828_38.norm.html	119	6%	4%	5%	"119 (6%) L; 119 (4%) R"	
nn_oktavgfeo79_1828_39.norm.html	nn_msgermqu2345_1827_39.norm.html	118	6%	4%	5%	"118 (6%) L; 118 (4%) R"	
patzig_msgermfol841842_1828_38.norm.html	nn_oktavgfeo79_1828_38.norm.html	118	6%	4%	5%	"118 (6%) L; 118 (4%) R"	
nn_oktavgfeo79_1828_43.norm.html	libelt_hs6623ii_1828_43.norm.html	117	4%	6%	5%	"117 (4%) L; 117 (6%) R"	
parthey_msgermqu1711_1828_51.norm.html	parthey_msgermqu1711_1828_49.norm.html	116	4%	6%	5%	"116 (4%) L; 116 (6%) R"	
nn_n0171w1_1828_22.norm.html	nn_msgermqu2124_1827_15.norm.html	115	6%	4%	5%	"115 (6%) L; 115 (4%) R"	
parthey_msgermqu1711_1828_32.norm.html	nn_n0171w1_1828_32.norm.html	115	4%	6%	5%	"115 (4%) L; 115 (6%) R"	
nn_n0171w1_1828_57.norm.html	nn_n0171w1_1828_56.norm.html	114	5%	5%	5%	"114 (5%) L; 114 (5%) R"	
patzig_msgermfol841842_1828_56.norm.html	nn_oktavgfeo79_1828_56.norm.html	114	6%	4%	5%	"114 (6%) L; 114 (4%) R"	
parthey_msgermqu1711_1828_32.norm.html	nn_oktavgfeo79_1828_32.norm.html	113	4%	6%	5%	"113 (4%) L; 113 (6%) R"	
nn_oktavgfeo79_1828_38.norm.html	libelt_hs6623ii_1828_38.norm.html	108	3%	7%	5%	"108 (3%) L; 108 (7%) R"	
parthey_msgermqu1711_1828_39.norm.html	libelt_hs6623ii_1828_39.norm.html	108	3%	7%	5%	"108 (3%) L; 108 (7%) R"	
patzig_msgermfol841842_1828_38.norm.html	nn_msgermqu2345_1827_38.norm.html	108	6%	4%	5%	"108 (6%) L; 108 (4%) R"	
patzig_msgermfol841842_1828_60.norm.html	nn_n0171w1_1828_60.norm.html	107	6%	4%	5%	"107 (6%) L; 107 (4%) R"	
patzig_msgermfol841842_1828_22.norm.html	parthey_msgermqu1711_1828_22.norm.html	106	6%	4%	5%	"106 (6%) L; 106 (4%) R"	
patzig_msgermfol841842_1828_60.norm.html	parthey_msgermqu1711_1828_60.norm.html	103	6%	4%	5%	"103 (6%) L; 103 (4%) R"	
willisen_humboldt_1827_4.norm.html	parthey_msgermqu1711_1828_4.norm.html	102	6%	4%	5%	"102 (6%) L; 102 (4%) R"	
nn_oktavgfeo79_1828_7.norm.html	nn_msgermqu2124_1827_13.norm.html	101	7%	3%	5%	"101 (7%) L; 101 (3%) R"	
patzig_msgermfol841842_1828_47.norm.html	parthey_msgermqu1711_1828_47.norm.html	100	6%	4%	5%	"100 (6%) L; 100 (4%) R"	
parthey_msgermqu1711_1828_31.norm.html	nn_msgermqu2124_1827_14.norm.html	146	6%	3%	5%	"146 (6%) L; 146 (3%) R"	
nn_oktavgfeo79_1828_38.norm.html	nn_msgermqu2124_1827_7.norm.html	129	4%	5%	5%	"129 (4%) L; 129 (5%) R"	
nn_n0171w1_1828_59.norm.html	nn_n0171w1_1828_58.norm.html	128	4%	5%	5%	"128 (4%) L; 128 (5%) R"	
nn_oktavgfeo79_1828_38.norm.html	nn_msgermqu2124_1827_8.norm.html	127	4%	5%	5%	"127 (4%) L; 127 (5%) R"	
nn_oktavgfeo79_1828_45.norm.html	nn_oktavgfeo79_1828_44.norm.html	123	3%	6%	5%	"123 (3%) L; 123 (6%) R"	
parthey_msgermqu1711_1828_57.norm.html	parthey_msgermqu1711_1828_56.norm.html	122	4%	5%	5%	"122 (4%) L; 122 (5%) R"	
nn_oktavgfeo79_1828_56.norm.html	nn_n0171w1_1828_56.norm.html	117	4%	5%	5%	"117 (4%) L; 117 (5%) R"	
patzig_msgermfol841842_1828_48.norm.html	nn_n0171w1_1828_48.norm.html	117	5%	4%	5%	"117 (5%) L; 117 (4%) R"	
parthey_msgermqu1711_1828_44.norm.html	libelt_hs6623ii_1828_44.norm.html	116	4%	5%	5%	"116 (4%) L; 116 (5%) R"	
patzig_msgermfol841842_1828_48.norm.html	parthey_msgermqu1711_1828_48.norm.html	116	5%	4%	5%	"116 (5%) L; 116 (4%) R"	
nn_oktavgfeo79_1828_45.norm.html	nn_n0171w1_1828_46.norm.html	114	3%	6%	5%	"114 (3%) L; 114 (6%) R"	
parthey_msgermqu1711_1828_50.norm.html	parthey_msgermqu1711_1828_46.norm.html	112	4%	5%	5%	"112 (4%) L; 112 (5%) R"	
willisen_humboldt_1827_49.norm.html	nn_n0171w1_1828_48.norm.html	110	5%	4%	5%	"110 (5%) L; 110 (4%) R"	
parthey_msgermqu1711_1828_56.norm.html	nn_n0171w1_1828_56.norm.html	109	4%	5%	5%	"109 (4%) L; 109 (5%) R"	
nn_oktavgfeo79_1828_43.norm.html	nn_oktavgfeo79_1828_42.norm.html	106	4%	5%	5%	"106 (4%) L; 106 (5%) R"	
patzig_msgermfol841842_1828_43.norm.html	patzig_msgermfol841842_1828_42.norm.html	103	4%	5%	5%	"103 (4%) L; 103 (5%) R"	
patzig_msgermfol841842_1828_44.norm.html	nn_n0171w1_1828_45.norm.html	102	4%	5%	5%	"102 (4%) L; 102 (5%) R"	
patzig_msgermfol841842_1828_26.norm.html	parthey_msgermqu1711_1828_26.norm.html	100	6%	3%	5%	"100 (6%) L; 100 (3%) R"	
nn_oktavgfeo79_1828_46.norm.html	nn_oktavgfeo79_1828_45.norm.html	129	5%	3%	4%	"129 (5%) L; 129 (3%) R"	
parthey_msgermqu1711_1828_35.norm.html	parthey_msgermqu1711_1828_34.norm.html	120	5%	3%	4%	"120 (5%) L; 120 (3%) R"	
parthey_msgermqu1711_1828_43.norm.html	parthey_msgermqu1711_1828_42.norm.html	120	4%	4%	4%	"120 (4%) L; 120 (4%) R"	
parthey_msgermqu1711_1828_39.norm.html	parthey_msgermqu1711_1828_38.norm.html	117	4%	4%	4%	"117 (4%) L; 117 (4%) R"	
parthey_msgermqu1711_1828_44.norm.html	parthey_msgermqu1711_1828_42.norm.html	114	4%	4%	4%	"114 (4%) L; 114 (4%) R"	
parthey_msgermqu1711_1828_42.norm.html	parthey_msgermqu1711_1828_28.norm.html	113	4%	4%	4%	"113 (4%) L; 113 (4%) R"	
nn_n0171w1_1828_50.norm.html	nn_n0171w1_1828_48.norm.html	106	4%	4%	4%	"106 (4%) L; 106 (4%) R"	
parthey_msgermqu1711_1828_51.norm.html	parthey_msgermqu1711_1828_28.norm.html	103	4%	4%	4%	"103 (4%) L; 103 (4%) R"	
nn_n0171w1_1828_57.norm.html	nn_n0171w1_1828_55.norm.html	102	4%	4%	4%	"102 (4%) L; 102 (4%) R"	
nn_n0171w1_1828_11.norm.html	nn_msgermqu2124_1827_14.norm.html	100	6%	2%	4%	"100 (6%) L; 100 (2%) R"	
parthey_msgermqu1711_1828_49.norm.html	nn_n0171w1_1828_48.norm.html	100	5%	3%	4%	"100 (5%) L; 100 (3%) R"	
patzig_msgermfol841842_1828_58.norm.html	nn_oktavgfeo79_1828_58.norm.html	100	4%	4%	4%	"100 (4%) L; 100 (4%) R"	
nn_oktavgfeo79_1828_45.norm.html	nn_oktavgfeo79_1828_43.norm.html	125	3%	4%	4%	"125 (3%) L; 125 (4%) R"	
parthey_msgermqu1711_1828_44.norm.html	parthey_msgermqu1711_1828_39.norm.html	108	4%	3%	4%	"108 (4%) L; 108 (3%) R"	
nn_oktavgfeo79_1828_45.norm.html	libelt_hs6623ii_1828_44.norm.html	107	3%	4%	4%	"107 (3%) L; 107 (4%) R"	
nn_msgermqu2345_1827_21.norm.html	nn_msgermqu2124_1827_2.norm.html	106	5%	2%	4%	"106 (5%) L; 106 (2%) R"	
patzig_msgermfol841842_1828_53.norm.html	nn_oktavgfeo79_1828_53.norm.html	106	4%	3%	4%	"106 (4%) L; 106 (3%) R"	
parthey_msgermqu1711_1828_43.norm.html	nn_msgermqu2124_1827_7.norm.html	103	3%	4%	4%	"103 (3%) L; 103 (4%) R"	
parthey_msgermqu1711_1828_51.norm.html	parthey_msgermqu1711_1828_42.norm.html	103	4%	3%	4%	"103 (4%) L; 103 (3%) R"	
parthey_msgermqu1711_1828_28.norm.html	nn_msgermqu2124_1827_14.norm.html	117	4%	2%	3%	"117 (4%) L; 117 (2%) R"	
parthey_msgermqu1711_1828_41.norm.html	parthey_msgermqu1711_1828_39.norm.html	105	3%	3%	3%	"105 (3%) L; 105 (3%) R"	
parthey_msgermqu1711_1828_21.norm.html	nn_msgermqu2124_1827_2.norm.html	104	4%	2%	3%	"104 (4%) L; 104 (2%) R"	
parthey_msgermqu1711_1828_42.norm.html	parthey_msgermqu1711_1828_39.norm.html	103	3%	3%	3%	"103 (3%) L; 103 (3%) R"	
parthey_msgermqu1711_1828_42.norm.html	parthey_msgermqu1711_1828_41.norm.html	103	3%	3%	3%	"103 (3%) L; 103 (3%) R"	
parthey_msgermqu1711_1828_43.norm.html	parthey_msgermqu1711_1828_41.norm.html	101	3%	3%	3%	"101 (3%) L; 101 (3%) R"	
parthey_msgermqu1711_1828_44.norm.html	parthey_msgermqu1711_1828_43.norm.html	101	3%	3%	3%	"101 (3%) L; 101 (3%) R"	
